rank,current_price,previous_close,return_1d,return_5d,return_20d,ma20,ma50,ma200,rsi14,macd,macd_signal,macd_hist,macd_hist_prev,atr14,atr_pct,volume,volume_avg20,volume_ratio,cmf20,obv,high20,high60,high252,low20,low60,valid,exclude_reason,stop_loss,target1,target2,expected_return_1,expected_return_2,downside_risk,risk_reward,vcp_score,vcp_contractions,vcp_contraction_depths,vcp_volume_dryup,vcp_atr_compression,pivot_price,dist_to_pivot_pct,vcp_status,weekly_trend_ok,weekly_ma30,weekly_trend_reason,regime_state,regime_score,regime_message,trend_score,volume_score,momentum_score,macd_score,position_score,risk_reward_score,risk_penalty,base_score,final_score,decision,earnings_in_window,next_earnings_date,earnings_unknown,data_quality_flag,data_quality_reasons,zero_volume_ratio,stale_price_ratio,rows_after_quality,risk_reward_status_code,risk_reward_status_label,risk_reward_message,risk_reward_detail,chart_type,rs_rank,expected_r,valid_signal,signal_date,is_sample_data,evidence_points,risk_points,summary,ticker,market_region,universe_mode,name,market,sector,source,ticker_base,industry,sector_source,updated_at,market_regime,market_comment,market_return_5d,market_above_ma20,market_above_ma60,market_above_ma200,prev_close,last_open,last_close,last_day_return,open_gap,intraday_return,distance_from_ma20,distance_from_ma60,chase_risk_warning,score,adjusted_score,chart_type_penalty,quality_penalty,data_source,data_quality,data_warning,passed_liquidity_filter,liquidity_warning,filter_reason,avg_dollar_volume_20d,passed_risk_reward_filter,risk_reward_warning,force_inflow_pct,force_inflow_source,force_inflow_grade,fi_cmf20,fi_obv_slope,fi_vol_asym,fi_accum_bar_ratio,fi_box_breakout,force_position,position_multiplier,price_percentile_252,force_penalty,force_sequence,chart_score,composite_score,composite_source,selection_reason,caution,consecutive_recommendation_days,recommended_count_last_5_sessions,consecutive_recommendation_comment,sector_count_in_top5,sector_concentration_warning
54,2760.0,2665.0,3.56,29.88,30.5,2231.85,2077.24,2148.05,71.59,167.59,86.91,80.67,82.10064918294978,192.07,6.96,1614007.0,6933968.35,0.23,0.041890103619031345,499948428.0,2800.0,2800.0,4615.0,1972.0,1554.0,True,거래량 부족; 손익비 부족,2375.86,2800.0,3240.18,1.45,17.4,16.17,0.09,0.0,0,[],0.0,0.0,3145.0,0.0,해당없음,True,2350.73,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,8,6,13,-5,-11,41,40,제외,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,신고가 근접,77.09,,True,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['RSI가 70 이상이라 단기 과열 가능성을 확인해야 합니다.', '5일 수익률이 10% 이상이라 추격 매수 부담이 있습니다.', '거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","신고가 근접 유형이며 점수는 40점, 손익비는 0.09입니다.",203650.KQ,kr,kospi_kosdaq,드림시큐리티,KOSDAQ,IT·소프트웨어,naver_kosdaq,203650,상업서비스와공급품,naver,2026-06-28T13:35:26,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,2665.0,2705.0,2760.0,3.56,1.5,2.03,23.66,32.87,20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다. RSI가 높아 단기 과열 구간일 수 있습니다.,40.0,42.0,2.0,0.0,real,good,,True,,,18480285434.5,False,손익비 기준 미달: 0.09 < 1.20,63.7,proxy,inflow,0.04,0.9,15.24,0.25,0.0,overheated,0.8,41.9,0.0,10.0,42.0,50.7,blend,현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다. RSI가 높아 단기 과열 구간일 수 있습니다.,0,0,,1,
55,4095.0,4410.0,-7.14,4.33,53.08,3289.0,2784.52,2636.06,64.79,406.07,288.19,117.88,144.4553991433491,432.86,10.57,12951743.0,22337477.95,0.58,-0.10297220273623761,1473366407.0,4410.0,4410.0,6990.0,2560.0,1667.0,True,거래량 부족; 손익비 부족,3289.0,4410.0,5177.14,7.69,26.43,24.51,0.31,35.0,1,"[47.84, 51.74, 47.92]",2.968,1.336,4800.0,17.22,해당없음,True,3341.13,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,20,6,3,-5,-10,44,50,관찰 후보,False,,True,good,,0.0041,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,관찰 패턴,96.45,,True,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.', 'ATR 비율이 높아 변동성이 크고 손절 관리 부담이 있습니다.']","관찰 패턴 유형이며 점수는 50점, 손익비는 0.31입니다.",069540.KQ,kr,kospi_kosdaq,빛과전자,KOSDAQ,반도체,naver_kosdaq,069540,통신장비,naver,2026-06-28T13:37:02,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,4410.0,4415.0,4095.0,-7.14,0.11,-7.25,24.51,47.06,20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,50.0,48.0,-2.0,0.0,real,good,,True,,,85989343461.75,False,손익비 기준 미달: 0.31 < 1.20,54.5,proxy,neutral,-0.1,0.69,3.36,0.35,0.0,neutral,1.0,54.75,0.0,0.0,48.0,50.6,blend,RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,0,0,,1,
56,202000.0,199400.0,1.3,-1.94,1.41,201510.0,197596.0,176190.17,50.08,-396.98,-84.98,-312.0,-482.6332206969747,9128.57,4.52,310604.0,494382.25,0.63,0.13936620996533755,105334709.0,219500.0,263500.0,318500.0,187000.0,150300.0,True,거래량 부족,201510.0,215692.86,224821.43,6.78,11.3,0.24,27.88,77.44,2,"[34.63, 34.51, 19.11]",0.505,0.668,224000.0,10.89,베이스 형성,False,207100.0,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,15,4,2,10,-13,48,55,관찰 후보,False,,True,good,,0.0062,0.0,485,good,양호,목표 수익 대비 손실 위험이 상대적으로 작습니다.,손익비 기준으로는 우호적인 후보입니다.,VCP 베이스 형성,98.0,,False,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '손익비가 1.5 이상으로 단기 관찰 조건이 비교적 양호합니다.']",['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.'],"VCP base 유형이며 점수는 55점, 손익비는 27.88입니다.",010120.KS,kr,kospi_kosdaq,LS ELECTRIC,KOSPI,반도체,naver_kospi,010120,전기장비,naver,2026-06-28T13:37:04,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,199400.0,201500.0,202000.0,1.3,1.05,0.25,0.24,2.23,,55.0,57.0,2.0,0.0,real,good,,True,,,99933316470.0,True,,40.2,proxy,neutral,0.14,-0.09,1.29,0.05,0.0,neutral,1.0,55.89,0.0,5.0,57.0,50.3,blend,RSI가 과열 구간은 아닙니다. 손절가 대비 목표가의 손익비가 양호합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,목표 수익 대비 손실 위험이 상대적으로 작습니다.,0,0,,1,
57,2090.0,2170.0,-3.69,-3.24,19.5,2043.3,1810.32,1673.21,54.41,103.2,112.79,-9.59,-2.3539797516900762,281.0,13.44,782207.0,4160434.85,0.19,-0.019676297608409037,263379188.0,2375.0,2375.0,2375.0,1718.0,1518.0,True,거래량 부족,2043.3,2375.0,2792.5,13.64,33.61,2.29,5.97,35.0,1,"[15.25, 15.63, 37.15]",3.164,1.447,2705.0,29.43,해당없음,True,1727.93,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,15,0,5,10,-10,50,49,제외,False,,True,good,,0.0,0.0,485,good,양호,목표 수익 대비 손실 위험이 상대적으로 작습니다.,손익비 기준으로는 우호적인 후보입니다.,관찰 패턴,74.28,,True,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '손익비가 1.5 이상으로 단기 관찰 조건이 비교적 양호합니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', 'ATR 비율이 높아 변동성이 크고 손절 관리 부담이 있습니다.']","관찰 패턴 유형이며 점수는 49점, 손익비는 5.97입니다.",004770.KS,kr,kospi_kosdaq,써니전자,KOSPI,반도체,naver_kospi,004770,전자장비와기기,naver,2026-06-28T13:34:36,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,2170.0,2170.0,2090.0,-3.69,0.0,-3.69,2.29,15.45,,49.0,47.0,-2.0,0.0,real,good,,True,,,9142671248.3,True,,55.0,proxy,neutral,-0.02,0.79,2.5,0.2,0.0,neutral,1.0,70.22,0.0,5.0,47.0,50.2,blend,RSI가 과열 구간은 아닙니다. 손절가 대비 목표가의 손익비가 양호합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,목표 수익 대비 손실 위험이 상대적으로 작습니다.,0,0,,1,
58,173800.0,172000.0,1.05,2.78,1.11,173005.0,175132.53,162919.15,50.99,-1010.14,-1153.29,143.15,-57.605410408941,3721.43,2.14,220913.0,198708.9,1.11,0.31120876071889875,7130488.0,178100.0,186648.44,186846.15625,168400.0,165195.73,True,추세 약화,173005.0,178100.0,183103.57,2.47,5.35,0.46,5.38,0.0,0,[],0.0,0.0,189317.6695132804,0.0,해당없음,True,171766.35,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,15,6,20,10,8,10,-16,53,48,제외,False,,True,good,,0.0,0.0,485,good,양호,목표 수익 대비 손실 위험이 상대적으로 작습니다.,손익비 기준으로는 우호적인 후보입니다.,20일선 회복,84.26,,True,2026-09-17,False,"['RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.', '손익비가 1.5 이상으로 단기 관찰 조건이 비교적 양호합니다.']","['규칙 기반의 주요 위험 신호는 크지 않지만, 시장 상황과 뉴스 리스크는 별도 확인이 필요합니다.']","20일선 회복 유형이며 점수는 48점, 손익비는 5.38입니다.",033780.KS,kr,kospi_kosdaq,KT&G,KOSPI,기타,naver_kospi,033780,담배,naver,2026-06-28T13:35:03,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,172000.0,172700.0,173800.0,1.05,0.41,0.64,0.46,-0.76,,48.0,50.0,2.0,0.0,real,good,,True,,,34390822190.0,True,,50.3,proxy,neutral,0.31,0.02,1.26,0.05,0.0,neutral,1.0,78.35,0.0,7.5,50.0,50.1,blend,거래량이 충분합니다. RSI가 과열 구간은 아닙니다. 손절가 대비 목표가의 손익비가 양호합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,목표 수익 대비 손실 위험이 상대적으로 작습니다.,0,0,,2,
59,1745000.0,1759000.0,-0.8,-5.83,3.22,1717957.91,1711121.14,1359868.35,51.37,13992.82,5371.32,8621.5,11056.858459365676,87642.86,5.02,3013101.0,3382009.55,0.89,-0.04198759346661522,226124723.0,1856000.0,2916367.75,2918367.25,1596000.0,1321713.38,True,점수 기준 미달,1717957.91,1856000.0,1964107.14,6.36,12.56,1.57,4.04,86.57,3,"[43.82, 36.04, 17.64]",0.636,0.644,1890000.0,8.31,베이스 형성,True,1645871.19,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,3,15,6,2,10,0,66,68,관심 후보,False,,True,good,,0.0,0.0,485,good,양호,목표 수익 대비 손실 위험이 상대적으로 작습니다.,손익비 기준으로는 우호적인 후보입니다.,VCP 베이스 형성,99.33,,True,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.', '손익비가 1.5 이상으로 단기 관찰 조건이 비교적 양호합니다.']",['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.'],"VCP base 유형이며 점수는 68점, 손익비는 4.04입니다.",000660.KS,kr,kospi_kosdaq,SK하이닉스,KOSPI,반도체,naver_kospi,000660,반도체와반도체장비,naver,2026-06-28T13:37:10,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,1759000.0,1770000.0,1745000.0,-0.8,0.63,-1.41,1.57,1.98,,68.0,70.0,2.0,0.0,real,good,,True,,,5825175933935.17,True,,20.2,proxy,outflow,-0.04,0.15,1.03,0.0,0.0,neutral,1.0,55.78,0.0,5.0,70.0,50.1,blend,RSI가 과열 구간은 아닙니다. 손절가 대비 목표가의 손익비가 양호합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,목표 수익 대비 손실 위험이 상대적으로 작습니다.,0,0,,1,
60,50900.0,51100.0,-0.39,-7.62,15.03,49902.5,42628.0,38264.99,55.51,2642.1,3152.04,-509.94,-408.46300378282876,3792.86,7.45,143559.0,603573.85,0.24,0.229814949787993,31891013.0,57700.0,57700.0,57700.0,42100.0,26100.0,True,거래량 부족,49902.5,56589.29,57700.0,11.18,13.36,2.0,5.59,55.94,2,"[28.49, 35.65, 31.48]",0.843,0.918,61000.0,19.84,베이스 형성,True,38153.7,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,15,0,5,10,-10,50,51,관찰 후보,False,,True,good,,0.0,0.0,485,good,양호,목표 수익 대비 손실 위험이 상대적으로 작습니다.,손익비 기준으로는 우호적인 후보입니다.,VCP 베이스 형성,77.01,,True,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '손익비가 1.5 이상으로 단기 관찰 조건이 비교적 양호합니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', 'ATR 비율이 높아 변동성이 크고 손절 관리 부담이 있습니다.']","VCP base 유형이며 점수는 51점, 손익비는 5.59입니다.",008930.KS,kr,kospi_kosdaq,한미사이언스,KOSPI,의약·바이오,naver_kospi,008930,제약,naver,2026-06-28T13:36:17,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,51100.0,51500.0,50900.0,-0.39,0.78,-1.17,2.0,19.41,,51.0,53.0,2.0,0.0,real,good,,True,,,31376424135.0,True,,45.4,proxy,neutral,0.23,0.23,1.65,0.05,0.0,neutral,1.0,78.48,0.0,5.0,53.0,50.0,blend,RSI가 과열 구간은 아닙니다. 손절가 대비 목표가의 손익비가 양호합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,목표 수익 대비 손실 위험이 상대적으로 작습니다.,0,0,,0,
61,11220.0,10660.0,5.25,7.99,15.2,10060.5,9479.2,10807.5,62.38,228.57,134.16,94.41,42.8504652346879,707.14,6.3,1306156.0,800865.5,1.63,-0.04119579076414313,138753719.0,11220.0,12530.0,19590.0,9350.0,6900.0,True,손익비 부족,10060.5,12280.71,12530.0,9.45,11.68,11.53,0.82,0.0,0,[],0.0,0.0,12830.0,0.0,해당없음,False,12427.0,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,15,20,10,9,-5,0,79,62,관찰 후보,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,박스권 돌파,93.05,,False,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']",['손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.'],"박스권 돌파 유형이며 점수는 62점, 손익비는 0.82입니다.",077360.KQ,kr,kospi_kosdaq,덕산하이메탈,KOSDAQ,반도체,naver_kosdaq,077360,반도체와반도체장비,naver,2026-06-28T13:37:10,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,10660.0,10790.0,11220.0,5.25,1.22,3.99,11.53,18.36,최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,62.0,67.0,5.0,0.0,real,good,,True,,,8099548401.5,False,손익비 기준 미달: 0.82 < 1.20,24.5,proxy,outflow,-0.04,0.02,1.28,0.1,1.0,neutral,1.0,44.68,0.0,5.0,67.0,50.0,blend,거래량이 충분합니다. RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. 최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,0,0,,1,
62,7120.0,7040.0,1.14,1.14,2.3,6745.5,6307.5,7006.7,56.8,148.27,138.33,9.94,5.11759709351557,521.43,7.32,357061.0,837389.7,0.43,-0.2520953007728347,153587995.0,7140.0,7570.0,13470.0,6160.0,4315.0,True,거래량 부족; 손익비 부족,6745.5,7140.0,7570.0,0.28,6.32,5.55,0.05,0.0,0,[],0.0,0.0,8250.0,0.0,해당없음,False,7317.67,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,20,10,9,-5,-10,54,48,제외,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,관찰 패턴,90.47,,False,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.', 'ATR 비율이 높아 변동성이 크고 손절 관리 부담이 있습니다.']","관찰 패턴 유형이며 점수는 48점, 손익비는 0.05입니다.",059120.KQ,kr,kospi_kosdaq,아진엑스텍,KOSDAQ,반도체,naver_kosdaq,059120,반도체와반도체장비,naver,2026-06-28T13:37:10,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,7040.0,7060.0,7120.0,1.14,0.28,0.85,5.55,12.88,,48.0,46.0,-2.0,0.0,real,good,,True,,,5805327080.5,False,손익비 기준 미달: 0.05 < 1.20,56.0,proxy,neutral,-0.25,0.73,3.79,0.15,0.0,neutral,1.0,36.18,0.0,7.5,46.0,50.0,blend,RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다.,0,0,,1,
63,179200.0,176700.0,1.41,3.34,12.0,172490.0,171473.21,151643.98,57.97,2613.51,2021.91,591.6,570.4707418760629,5900.0,3.29,1009567.0,1147695.85,0.88,0.18969322018409387,33973280.0,181600.0,184940.12,184940.125,163100.0,148289.8,True,손익비 부족,172490.0,181600.0,184940.12,1.34,3.2,3.89,0.34,67.0,2,"[25.45, 13.38, 12.22]",0.791,0.912,181700.0,1.4,베이스 형성,True,162129.27,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,3,20,10,8,-5,0,66,64,관찰 후보,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 베이스 형성,88.91,,True,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","VCP base 유형이며 점수는 64점, 손익비는 0.34입니다.",105560.KS,kr,kospi_kosdaq,KB금융,KOSPI,금융,naver_kospi,105560,은행,naver,2026-06-28T13:35:29,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,176700.0,177300.0,179200.0,1.41,0.34,1.07,3.89,4.51,,64.0,66.0,2.0,0.0,real,good,,True,,,198433809155.0,False,손익비 기준 미달: 0.34 < 1.20,25.0,proxy,weak,0.19,0.19,0.99,0.0,0.0,top,0.6,92.95,0.0,7.5,66.0,49.6,blend,RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다.,0,0,,0,
64,1869.0,1910.0,-2.15,-11.84,35.93,1775.25,1484.5,1240.32,56.15,151.63,168.18,-16.55,-6.556698673618854,261.79,14.01,802777.0,5508265.55,0.15,0.07998600632315817,159380496.0,2135.0,2165.0,2415.0,1255.0,980.0,True,거래량 부족,1775.25,2135.0,2165.0,14.23,15.84,5.28,2.7,50.61,2,"[58.48, 44.03, 49.69]",1.191,0.85,2395.0,28.14,베이스 형성,True,1320.8,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,15,0,3,10,-10,48,48,제외,False,,True,good,,0.0,0.0,485,good,양호,목표 수익 대비 손실 위험이 상대적으로 작습니다.,손익비 기준으로는 우호적인 후보입니다.,VCP 베이스 형성,64.15,,True,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '손익비가 1.5 이상으로 단기 관찰 조건이 비교적 양호합니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', 'ATR 비율이 높아 변동성이 크고 손절 관리 부담이 있습니다.']","VCP base 유형이며 점수는 48점, 손익비는 2.7입니다.",198440.KQ,kr,kospi_kosdaq,강동씨앤엘,KOSDAQ,기타,naver_kosdaq,198440,건축자재,naver,2026-06-28T13:36:03,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,1910.0,1919.0,1869.0,-2.15,0.47,-2.61,5.28,25.9,,48.0,50.0,2.0,0.0,real,good,,True,,,11220058535.1,True,,48.4,proxy,neutral,0.08,0.41,1.69,0.3,0.0,neutral,1.0,62.37,0.0,2.5,50.0,49.4,blend,RSI가 과열 구간은 아닙니다. 손절가 대비 목표가의 손익비가 양호합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,목표 수익 대비 손실 위험이 상대적으로 작습니다.,0,0,,2,
